name;tm;nat;age;pos;cm;kg;app;min;G;A;yel;red;spG;pa%;aerWon;moM;tac;int;fouls;offW;clear;drbP;blcks;ownG;KP;drb;fouled;cOff;disp;unsT;avgP;crosses;longB;thrB
Maximilian Arnold;Wolfsburg;de;23;M(CR);184;74;22(9);2038;3;2;4;-;0.9;84.8;0.6;1;1.3;0.8;1.6;-;0.4;0.7;0.1;-;1.5;0.6;2.5;0.1;1.1;0.9;39.8;0.2;3.5;-
Konstantin Engel;Ingolstadt;kz;29;Defender;179;79;2(2);192;-;-;2;-;0.5;56.7;1.8;-;0.5;3;0.8;-;1.3;0.8;-;-;0.3;0.3;0.5;-;-;-;15;0.3;0.5;-
Alfredo Morales;Ingolstadt;us;27;M(C);183;77;18(6);1665;1;2;7;-;1.3;58.6;2.3;-;1.4;1.6;2.2;-;0.9;0.8;0.1;-;0.5;0.8;2.1;0.3;0.9;1.3;20.9;0.1;1.2;-
Romain Brégerie;Ingolstadt;fr;31;D(C),DMC;190;88;12(10);1056;-;-;3;1;0.6;63.9;2;-;1.1;1.9;0.2;0.3;2.4;0.3;0.2;-;0.2;-;0.3;-;0.1;0.1;16.7;-;1.4;-
Roger Bernardo;Ingolstadt;br;32;D(C),DMC;184;86;28(1);2501;1;1;3;-;0.6;66.6;3.2;1;2;2.6;1.4;0.2;2.2;1;0.3;-;0.3;0.4;2.9;-;0.5;0.6;27.4;-;2.1;-
Moritz Hartmann;Ingolstadt;de;31;AM(LR),FW;183;77;24(6);2011;12;1;4;-;1.8;63.6;2.4;1;0.8;1;0.8;-;0.3;0.7;-;-;0.7;0.2;1.2;0.4;0.8;1.6;18.4;0.2;0.4;-
Ørjan Nyland;Ingolstadt;no;26;GK;192;90;6;540;-;-;-;-;-;38.5;-;-;-;-;-;-;0.8;0.2;-;-;-;-;-;-;-;-;33.3;-;10.3;-
Pascal Groß;Ingolstadt;de;26;M(C);181;78;32;2833;1;4;8;1;2.2;67.3;1;-;1.8;1.9;1.3;-;0.6;1.3;0.1;-;3;0.6;1.6;0.1;0.9;1.5;56.5;2.1;4.5;0.1
Stefan Lex;Ingolstadt;de;27;AM(R);178;74;9(12);875;2;-;2;-;1.1;60;0.4;-;0.7;0.3;0.8;-;0.1;0.5;-;-;0.7;0.1;1;0.6;0.4;0.9;6.7;0.1;0.1;-
Robert Bauer;Ingolstadt;de;22;D(LR),M(LR);183;76;18(6);1677;1;-;5;-;0.2;65.1;1.5;1;2.8;2.4;1.4;0.3;2;0.7;0.1;-;0.3;0.6;1.1;-;0.3;0.5;21.9;-;1.8;-
Lukas Hinterseer;Ingolstadt;at;26;AM(R),FW;192;86;19(9);1719;6;-;3;-;1.1;61.5;2.6;1;0.8;0.6;1;-;0.4;0.5;0.1;-;0.5;0.4;1.4;0.5;1.4;1.4;18.8;-;0.1;-
Darío Lezcano;Ingolstadt;py;27;FW;178;79;15(2);1247;2;1;4;-;1.7;64.2;4.1;1;1.3;0.5;2.2;-;0.3;0.7;-;-;1.1;1.4;2.3;0.5;2.2;2.6;19.9;-;0.2;-
Ramazan Özcan;Ingolstadt;at;33;GK;187;84;28;2520;-;-;1;-;-;44.8;0.3;-;0.1;-;-;-;0.5;0.1;-;-;-;-;0.3;-;-;-;37.3;-;11.5;-
Markus Suttner;Ingolstadt;at;30;D(L),M(L);179;73;15(3);1341;-;-;2;-;1.1;64.8;1.7;1;2.2;2.9;0.8;0.3;3.1;1.6;-;-;0.9;0.5;0.3;-;0.1;0.4;23.3;0.6;3.4;-
Tobias Levels;Ingolstadt;de;30;D(R);185;80;16;1440;1;2;4;-;0.3;77.1;2.5;-;2.8;3.4;1.5;0.2;2.5;1.1;0.1;-;0.4;0.3;1.1;-;0.5;0.8;42.3;0.4;2.8;-
Danny da Costa;Ingolstadt;de;24;D(R);187;85;17(3);1524;-;4;4;-;0.3;61.5;1.2;-;2.8;2.2;0.8;0.3;2;0.6;0.2;-;0.7;1.1;0.9;-;0.5;1;26.9;0.2;1.5;-
Tomas Pekhart;Ingolstadt;cz;28;FW;194;80;1(3);82;-;-;1;-;1;71.4;2;-;0.3;-;0.8;-;-;-;-;-;0.3;-;-;-;0.3;0.5;5.3;-;-;-
Elias Kachunga;Ingolstadt;cd;25;AM(R),FW;178;74;3(7);269;-;-;-;-;0.4;69.6;0.9;-;0.3;0.2;1;0.1;0.2;0.2;-;-;-;0.3;1;0.1;0.3;1.4;6.9;-;-;-
Marvin Matip;Ingolstadt;cm;31;D(C);184;83;32(1);2925;2;1;5;-;0.8;76.5;3.8;3;1;2.5;0.8;1.3;6.2;0.7;0.5;-;0.3;0.1;0.6;-;0.1;0.2;31.5;-;2.4;-
Almog Cohen;Ingolstadt;il;28;M(C);170;71;8(12);826;-;2;2;-;0.7;65.1;1;-;1.3;1.5;0.9;-;0.5;0.3;-;-;0.3;0.3;0.8;0.1;0.4;0.4;14.2;0.1;0.4;-
Max Christiansen;Ingolstadt;de;20;M(C);188;84;12(7);1031;-;1;3;-;0.9;70.9;1.6;-;1.5;1.3;1.4;-;0.7;0.7;-;-;0.5;0.2;1.2;-;0.7;1.1;22.4;0.3;1;-
Danilo Soares;Ingolstadt;br;25;Defender;170;72;1;90;-;-;-;-;1;41.9;2;-;3;5;2;-;1;-;-;-;-;2;6;-;1;1;31;1;-;-
Maurice Multhaup;Ingolstadt;de;20;Midfielder;173;74;0(4);84;-;-;-;-;0.5;77.8;0.3;-;0.3;0.3;0.3;-;-;-;-;-;-;-;1;-;0.3;0.3;4.5;-;-;-
Benjamin Hübner;Ingolstadt;de;28;D(C);193;85;30;2630;1;-;7;-;0.7;65.7;5.2;4;1.8;2.5;1.7;0.9;5.8;0.7;0.5;-;0.1;0.2;1.4;-;-;0.4;23.1;-;2.3;-
Mathew Leckie;Ingolstadt;au;26;AM(CLR);181;82;28(4);2477;3;-;9;-;1.2;69.5;5;2;1.2;1.3;1.6;-;0.5;0.5;0.1;-;1;1.8;1.8;0.3;2.1;2.3;27.7;0.2;0.6;-
Stefan Wannenwetsch;Ingolstadt;de;25;Midfielder;177;71;0(1);37;-;-;-;-;-;60;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;10;-;-;-
Dominik Stroh-Engel;Darmstadt;de;31;FW;195;91;6(9);511;-;1;-;-;0.4;54.9;2.9;-;0.1;0.1;0.7;0.1;0.4;0.1;0.2;-;0.3;-;0.7;0.1;0.4;0.5;8.9;-;0.1;-
Slobodan Rajkovic;Darmstadt;rs;28;D(C);191;88;12(3);1008;1;1;4;-;0.3;54.4;2.1;1;1.1;2.2;1.5;0.3;5.5;0.4;0.8;-;0.1;0.1;0.7;0.1;0.1;0.1;13.7;-;1.5;-
György Garics;Darmstadt;at;33;D(R),M(R);183;76;20(1);1796;-;-;8;-;0.1;64.2;1;-;1.5;3;1.2;0.5;3.4;1.1;0.2;1;0.1;0.2;0.4;-;0.2;0.6;20.3;0.1;2.2;-
Jan Rosenthal;Darmstadt;de;31;M(C),FW;186;73;17(6);1422;-;1;2;-;0.7;62.5;3.4;-;0.7;0.5;1.2;-;0.6;0.5;0.2;-;0.6;0.6;0.8;0.3;0.5;1;16.7;-;0.8;-
Jérôme Gondorf;Darmstadt;de;29;M(C);175;76;33;2918;3;4;9;-;0.7;59.9;1.9;-;2.3;2.6;1.9;0.1;1.3;1.8;0.3;-;0.6;0.5;2.1;0.1;1;1.2;25.3;0.2;1.7;-
Tobias Kempe;Darmstadt;de;28;AM(LR);184;78;9(22);1276;-;3;-;-;1;59.4;0.8;-;0.5;1;0.5;-;0.3;0.5;-;-;1;0.6;0.4;0.3;0.7;0.7;11.8;0.7;0.5;-
Aytac Sulu;Darmstadt;tr;31;D(C);183;80;33;2970;7;-;6;-;0.6;56.3;3.1;5;1.6;3.2;1;0.8;5.6;0.3;0.9;2;0.3;0.1;1.6;0.1;-;0.2;16.6;-;2.5;-
Fabian Holland;Darmstadt;de;27;D(L);172;74;16(2);1436;-;-;5;-;0.2;57;0.9;-;2.6;1.9;1.7;0.5;2;1.4;0.3;-;0.3;0.2;1.1;-;0.4;0.2;16.9;0.2;1.3;-
Luca Caldirola;Darmstadt;it;26;D(CL);189;79;34;3060;-;1;4;-;0.4;59.5;2;-;2.1;2.5;1.1;0.4;4;0.7;0.7;-;0.2;0.1;1.7;-;-;0.4;16.7;-;2;-
Júnior Díaz;Darmstadt;cr;33;D(CL);185;76;9(3);868;-;-;2;-;0.4;58.6;2.4;-;2.1;2.5;0.9;0.8;3;0.7;0.3;-;0.4;-;0.8;-;0.3;0.1;14.1;0.1;1.5;-
Peter Niemeyer;Darmstadt;de;33;D(C),M(C);191;83;31;2573;2;-;13;-;0.9;55.6;3.9;1;2.7;2.9;2.2;-;1.3;1.4;0.4;-;0.2;0.1;1.7;0.1;0.2;0.5;23.4;-;1.3;-
Marco Sailer;Darmstadt;de;31;Forward;171;77;3(11);431;1;1;1;-;0.4;60.3;0.6;-;0.4;0.3;0.9;-;0.1;0.1;0.1;-;0.3;0.1;0.6;0.3;0.4;0.1;4.9;-;0.2;-
Sandro Sirigu;Darmstadt;de;28;D(R),M(R);183;79;1(5);121;-;2;-;-;-;43.5;0.2;-;1;0.7;0.3;-;0.2;0.2;-;-;0.3;0.2;-;-;0.2;0.7;3.8;0.2;-;-
Florian Jungwirth;Darmstadt;de;28;D(CR),DMC;181;79;16(3);1496;-;1;4;-;0.4;61.2;2.1;-;2.9;3.5;0.9;0.1;2.7;1;0.3;-;0.3;0.1;1;-;0.2;0.4;16.9;0.3;1.2;-
Marcel Heller;Darmstadt;de;31;M(LR);176;70;33;2934;6;5;7;-;1;55.4;0.5;2;1.8;1.1;1.3;-;0.3;1.6;-;-;0.9;0.9;1.3;0.7;0.9;1.4;15.7;0.6;0.6;-
Mario Vrancic;Darmstadt;ba;28;M(CL);187;78;12(10);1030;2;1;2;-;0.6;68.8;0.8;-;1.1;0.6;1;-;0.4;0.6;-;-;0.8;0.3;0.9;-;0.2;0.5;15.1;0.3;1;-
Christian Mathenia;Darmstadt;de;25;GK;189;90;33;2970;-;-;3;-;-;41.8;0.4;-;-;-;-;-;1.2;0.1;-;-;0.2;-;0.1;-;-;-;31.4;-;12.1;-
Felix Platte;Darmstadt;de;21;FW;190;90;1(10);142;-;-;1;-;0.4;52.1;0.8;-;0.3;0.1;0.5;-;-;0.1;-;-;0.2;0.3;0.4;0.1;0.2;0.5;4.4;-;0.2;-
Benjamin Gorka;Darmstadt;de;33;Defender;196;95;0(4);14;-;-;-;-;-;66.7;0.3;-;-;0.3;-;-;0.5;-;-;-;-;-;-;-;-;-;0.8;-;0.3;-
Lukasz Zaluska;Darmstadt;pl;35;Goalkeeper;190;88;1;90;-;-;-;-;-;53.3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;30;-;15;-
Milan Ivana;Darmstadt;sk;33;Midfielder;172;73;0(1);2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Sandro Wagner;Darmstadt;de;29;FW;194;92;27(5);2477;14;4;8;1;2.7;50.4;7.3;5;1;0.4;3;-;1.5;0.5;0.2;-;0.9;0.5;2.3;0.5;1.5;2.2;28;0.1;0.8;0.1
Konstantin Rausch;Darmstadt;de;27;D(L),M(L);182;80;27(4);2129;2;5;7;-;1.3;58.6;0.7;1;1;1.2;0.5;-;0.8;0.8;-;-;1.1;0.2;0.9;0.2;0.4;1.2;16.3;0.9;1.3;-
